站號,站名,地址,站別,區域,資料起始日期,撤站日期,城市,經度,緯度,海拔高度(m),備註,原站號,新站號,運作狀態
C0C610,龍潭,龍潭區神龍路346號(雙龍國民小學校園內),自動站,北部,2007/3/20,2014/3/16,桃園市,121.216486,24.856764,234,,,,已撤站
C0C620,蘆竹,蘆竹區坑口里14鄰旁,自動站,北部,2011/12/1,,桃園市,121.265767,25.084275,19,原(C1C620)站因擴充為氣象站，於2011/12/1升級為(C0C620)站。,C1C620,,運行中
C0C630,大溪,大溪區員林路2段450號(員樹林國小校園內),自動站,北部,2007/10/11,,桃園市,121.265547,24.882853,209,,,,運行中
C0C640,龜山,龜山區舊路里振興路1169號(大埔國小校園內),自動站,北部,2007/10/13,2017/3/22,桃園市,121.375719,25.030306,177,,,,已撤站
C0C650,平鎮,平鎮區中豐路山頂段375巷45號(山豐國民小學校園內),自動站,北部,2007/10/11,,桃園市,121.214636,24.897503,208,,,,運行中
C0C660,楊梅,楊梅區金華街100號(楊心國小),自動站,北部,2013/6/30,,桃園市,121.143047,24.912375,176,,,,運行中
C0C670,龍潭,龍潭區中興路726號（龍潭消防分隊）,自動站,北部,2014/3/17,,桃園市,121.221389,24.870056,250,,,,運行中
C0C680,龜山,龜山區文化一路250號(國立體育大學田徑場),自動站,北部,2017/3/28,,桃園市,121.38656,25.02846,228,,,,運行中
C0C700,中壢,中壢區成章四街120號(內壢高中樓頂),自動站,北部,2017/12/27,,桃園市,121.256375,24.977661,151,,,,運行中
C0C710,大溪永福,大溪區信義路1165號（永福國小）,自動站,北部,2018/12/26,,桃園市,121.324975,24.892936,143,,,,運行中
C0C720,竹圍,大園區沙崙段沙崙小號00719-000建號(竹圍第一機動巡邏隊樓頂),自動站,北部,2022/3/9,,桃園市,121.239824,25.112692,21,,,,運行中
C0C730,中大臨海站,新屋區蚵殼港段深圳小段52-41號土地(中央大學臨海工作站),自動站,北部,2022/3/9,,桃園市,121.008581,24.966126,5,,,,運行中
C0C740,觀音工業區,觀音區經建七路5號(觀音工業區汙水處理廠迴流汙泥站機房樓頂),自動站,北部,2022/3/9,,桃園市,121.114856,25.064764,5.3,,,,運行中
C0C750,新興坑尾,觀音區文化路石橋段453號,自動站,北部,2022/12/26,,桃園市,121.0971,25.0061,72,,,,運行中
C0C790,東眼山,復興區東眼山段93地號,自動站,北部,2025/3/27,,桃園市,121.40888,24.8284,858,,,,運行中
C0C800,四稜,復興區四稜段6地號,自動站,北部,2025/3/27,,桃園市,121.4293,24.64733,1167,,,,運行中
C0D360,梅花,尖石鄉梅花村1鄰11號(梅花國小校園內),自動站,北部,1987/6/1,,新竹縣,121.208558,24.678347,523,,,,運行中
C0D370,湖口,湖口鄉德盛村98-8號(湖口農田水利會內),自動站,北部,2011/12/1,2013/9/9,新⽵縣,121.043953,24.909136,79,原(C1D370)站因擴充為氣象站，於2011/12/1升級為(C0D370)站。,C1D370,,已撤站
C0D390,關西,關西鎮北斗里北門口41號(關西國中校園內),自動站,北部,2008/1/1,2023/2/19,新⽵縣,121.1739,24.7982,146,原(C1D390)站因擴充為氣象站，於2008/1/1升級為(C0D390)站。原(C0D390)站因移位，於2023/02/19變更為(C0D700)站。,C1D390,C0D700,已撤站
C0D430,峨眉,峨眉鄉31541峨眉村峨眉街54號(峨眉國中校園內),自動站,北部,2011/12/1,2025/11/17,新⽵縣,121.017189,24.6905,87,本站原為⾬量站(C1D430)，於2011/12/1擴充為氣象站，變更站碼為(C0D430)。原(C0D430)⾃動氣象站，於2026/03/16完成儀器汰換，轉為(C2D430)農業站。,C1D430,C2D430,已撤站
C0D470,竹東,橫山鄉新庄子3號(華山國民中學內),自動站,北部,1990/7/1,2007/5/1,新⽵縣,121.057881,24.767147,229,,,,已撤站
C0D480,打鐵坑,新埔鎮新北里8鄰大北坑28號旁,自動站,北部,2008/1/1,2025/11/19,新⽵縣,121.150789,24.849664,223,本站原為⾬量站(C1D480)，於2008/1/1擴充為氣象站，變更站碼為(C0D480)。原(C0D480)⾃動氣象站，於2026/03/16完成儀器汰換，轉為(C2D480)農業站。,C1D480,C2D480,已撤站
C0D540,橫山,橫山鄉橫山村橫山段426-6地號上,自動站,北部,2007/3/8,,新⽵縣,121.11693,24.71116,227,,,,運行中
C0D550,雪霸,五峰鄉桃山村民石380號(雪霸農場內),自動站,北部,2007/6/23,,新⽵縣,121.11605,24.526972,1956,,,,運行中
C0D560,竹東,竹東鎮二重國民小學校園內,自動站,北部,2008/1/1,,新⽵縣,121.057881,24.767147,147,原(C1D560)站因擴充為氣象站，於2008/1/1升級為(C0D560)站。,C1D560,,運行中
C0D570,香山,香山區長興街路旁,自動站,北部,2007/10/12,2021/12/29,新⽵市,120.905456,24.746892,15,,,,已撤站
C0D580,寶山,寶山鄉新湖路280號旁,自動站,北部,2007/10/14,,新⽵縣,121.025192,24.735006,120,,,,運行中
C0D590,新豐,新豐鄉松柏村康和路199號(小叮噹科學主題樂園),自動站,北部,2007/10/1,,新⽵縣,120.97721,24.87068,143,原(C0C580)站因縣市代碼不符，於2008/2/25重新編碼為(C0D590)站。,C0C580,,運行中
C0D650,湖口,湖口鄉信勢村三鄰成功路109號(湖口消防分隊),自動站,北部,2013/9/10,,新⽵縣,121.043628,24.904794,97,,,,運行中
C0D660,新竹市東區,東區光復路二段321號（工研院光復院區6館）,自動站,北部,2014/9/29,,新⽵市,120.986942,24.798681,65,,,,運行中
C0D670,海天一線,北區(海天一線看海公園),自動站,北部,2022/3/9,,新⽵市,120.914438,24.831986,23,,,,運行中
C0D680,香山濕地,香山區西濱路三段500巷17號,自動站,北部,2022/3/9,,新⽵市,120.914988,24.783581,24,,,,運行中
C0D690,外湖,新豐鄉新豐段00369-000建號(外湖守望哨樓頂),自動站,北部,2022/3/9,,新⽵縣,120.968711,24.917735,20,,,,運行中
C0D700,關西,關西鎮北斗里北門口41號(關西國中校園內),自動站,北部,2023/2/19,,新⽵縣,121.1732,24.7977,155,原(C0D390)站因移位，於2023/02/19變更為(C0D700)站。,C0D390,,運行中
C0D750,樂山林道6k,五峰鄉檜山段33地號,自動站,北部,2025/3/27,,新⽵縣,121.08773,24.49999,2292,,,,運行中
C0D760,大坪苗圃,五峰鄉腦寮段3地號,自動站,北部,2025/3/27,,新⽵縣,121.1108,24.5362,1371,,,,運行中
C0E410,觀霧,五峰鄉及苗栗縣泰安鄉交界(林務局觀霧國家森林遊樂區遊客中心左前方往樂山基地之路旁),自動站,北部,1987/5/1,2007/6/22,新⽵縣,121.113183,24.506006,2087,,,,
C0E420,竹南,竹南鎮大埔里仁愛路1092號(竹南鎮大埔國民小學內),自動站,北部,1987/6/1,2025/10/14,苗栗縣,120.888897,24.708978,19,原氣象站(C0E420)於2025/11/28升級為農業站(C2E420)。,,C2E420,已撤站
C0E430,南庄,南庄鄉東村文化路3號(南庄國小校園內),自動站,北部,1987/6/1,2025/10/23,苗栗縣,121.000214,24.601775,258,原氣象站(C0E430)於2025/11/28升級為農業站(C2E430)。,,C2E430,已撤站
C0E440,大河,三灣鄉大河村64號(大河國小校園內),自動站,北部,2008/1/1,2015/7/23,苗栗縣,120.94685,24.617281,122,原(C1E440)站因擴充為氣象站，於2008/1/1升級為(C0E440)站。,C1E440,,已撤站
C0E520,大湖,大湖鄉大寮村5鄰竹高屋34-1號附近,自動站,北部,2011/11/1,2024/1/8,苗栗縣,120.87087,24.41494,320,原(C1E520)站因擴充為氣象站，於2011/11/1升級為(C0E520)站。原（C0E520）氣象站於2024/01/08改為農業站（C2E520）。,C1E520,C2E520,已撤站
C0E530,三義,三義鄉廣盛村10鄰122號(三義高中內),自動站,北部,1990/7/1,2020/1/6,苗栗縣,120.765972,24.410933,341,,,,已撤站
C0E540,後龍,後龍鎮後龍溪橋旁高地,自動站,北部,2011/11/1,2024/1/8,苗栗縣,120.783933,24.606489,32,原(C1E540)站因擴充為氣象站，於2011/11/1升級為(C0E540)站。原（C0E540）氣象站於2024/01/08改為農業站（C2E540）。,C1E540,C2E540,已撤站
C0E550,明德,頭屋鄉明德水庫水利工作站屋頂上,自動站,北部,2011/11/1,,苗栗縣,120.885411,24.583486,84,原(C1E550)站因擴充為氣象站，於2011/11/1升級為(C0E550)站。,C1E550,,運行中
C0E570,白沙屯,通霄鎮新埔里19鄰新埔151-2號,自動站,北部,2025/2/5,,苗栗縣,120.696803,24.549447,31,,,,運行中
C0E580,苑里,苑裡鎮,自動站,北部,1990/7/1,2011/6/13,苗栗縣,120.680122,24.433525,60,,,,已撤站
C0E590,通霄,通霄鎮城北里1鄰13號(通霄鎮城中國民小學內),自動站,北部,2011/11/1,,苗栗縣,120.704622,24.471892,40,原(C1E590)站因擴充為氣象站，於2011/11/1升級為(C0E590)站，原為⼟城⾬量站。於2024/01/08完成儀器汰換,C1E590,,運行中
C0E610,馬都安,泰安鄉錦水村(由泰安開車約2小時瞭望台旁),自動站,北部,1990/7/1,,苗栗縣,120.930192,24.451272,850,,,,運行中
C0E730,頭份,頭份市中正路219號(苗栗縣頭份鎮頭份國小校園內),自動站,北部,2007/10/11,,苗栗縣,120.912206,24.688247,26,,,,運行中
C0E740,造橋,造橋鄉造橋村14鄰3號(造橋國小),自動站,北部,2011/1/31,,苗栗縣,120.864778,24.637056,27,於2024/01/08完成儀器汰換,,,運行中
C0E750,苗栗,苗栗市中正路241號(建功國小),自動站,北部,2011/2/21,,苗栗縣,120.824575,24.564569,72,於2025/09/15完成儀器汰換。,,,運行中
C0E760,苑裡,苑裡鎮育才街100號(國立苑裡高中),自動站,北部,2011/5/12,2013/7/13,苗栗縣,120.658231,24.448539,19,,,,已撤站
C0E780,銅鑼,銅鑼鄉福興村文化街1號(銅鑼國小),自動站,北部,2011/3/2,,苗栗縣,120.790853,24.489681,160,,,,運行中
C0E790,卓蘭,卓蘭鎮中山路127號(卓蘭鎮公所),自動站,北部,2011/1/31,2022/9/21,苗栗縣,120.824753,24.312764,344,原(C0E790)站因移位，於2022/9/21變更為(C0E791)站。,,C0E791,已撤站
C0E791,卓蘭,卓蘭鎮中山路125-1號(卓蘭鎮圖書館樓頂),自動站,北部,2022/9/21,,苗栗縣,120.8244,24.3126,366,原(C0E790)站因移位，於2022/9/21變更為(C0E791)站。,C0E790,,運行中
C0E810,西湖,西湖鄉二湖村2鄰22號(僑文國小),自動站,北部,2011/4/24,,苗栗縣,120.7485,24.562947,53,於2024/01/08完成儀器汰換,,,運行中
C0E820,獅潭,獅潭鄉新店村11鄰103-2號(獅潭鄉公所圖書館樓頂),自動站,北部,2011/9/22,,苗栗縣,120.920042,24.539133,220,,,,運行中
C0E830,苑裡,苑裡鎮信義路1號(苑裡鎮公所),自動站,北部,2013/11/6,,苗栗縣,120.653053,24.439714,37,於2024/01/08完成儀器汰換,,,運行中
C0E850,大河,三灣鄉大河村48號(大河派出所),自動站,北部,2015/7/23,,苗栗縣,120.948578,24.618069,104,,,,運行中
C0E870,高鐵苗栗,後龍鎮高鐵三路268號(高鐵苗栗站外),自動站,北部,2017/8/1,,苗栗縣,120.826094,24.60725,34,,,,運行中
C0E880,三義,三義鄉130縣道13.5K附近（慈濟山茶園內）,自動站,北部,2020/1/7,2024/1/8,苗栗縣,120.74982,24.40548,507,原（C0E880）氣象站於2024/01/08改為農業站（C2E880）。,,C2E880,已撤站
C0E910,海埔,後龍鎮海埔125之15號(外埔安檢所樓頂),自動站,北部,2022/3/9,,苗栗縣,120.772435,24.648767,25,,,,運行中
C0E920,通霄漁港,通霄鎮漁港路69號(通霄安檢所樓頂),自動站,北部,2022/3/9,,苗栗縣,120.673876,24.498589,20,,,,運行中
C0E930,龍鳳,竹南鎮龍鳳里龍江街359巷5號(龍鳳安檢所樓頂),自動站,北部,2022/3/9,,苗栗縣,120.859125,24.700034,26,,,,運行中
C0E940,加祿堂,泰安鄉盡尾段15-1地號,自動站,南部,2025/3/27,,苗栗縣,121.01347,24.42595,1881,,,,運行中
C0E950,松安,泰安鄉荻岡段39地號,自動站,北部,2025/3/27,,苗栗縣,120.98599,24.39792,1328,,,,運行中
C0E960,觀霧分站,泰安鄉觀霧段55-1地號,自動站,北部,2025/3/27,,苗栗縣,121.113921,24.505781,2094,,,,運行中
C0F000,大肚,大肚區瑞井里遊園路一段2號(臺中區監理所內),自動站,中部,2011/11/1,2023/6/29,臺中市,120.572117,24.15295,273,原(C1F000)站因擴充為氣象站，於2011/11/1升級為(C0F000)站。原（C0F000）氣象站於2024/01/08改為農業站（C2F000）。,C1F000,C2F000,已撤站
C0F0A0,雪山圈谷,和平區(往雪山主峰路上9.8公里處右邊),自動站,中部,2016/5/18,,臺中市,121.236339,24.388594,3587,,,,運行中
C0F0B0,石岡,石岡區石岡街6號 (臺中市石岡區衛生所),自動站,中部,2016/9/13,,臺中市,120.777644,24.276061,311,,,,運行中
C0F0C0,中坑,和平區中坑里中坑段39地號內,自動站,中部,2017/5/26,,臺中市,120.903319,24.248517,983,,,,運行中
C0F0D0,審馬陣,和平區南湖大山指標16.2K處(審馬陣山附近),自動站,中部,2017/12/28,,臺中市,121.4203,24.381675,3171,,,,運行中
C0F0E0,南湖圈谷,和平區南湖大山指標20K處(南湖主峰東峰岔路附近),自動站,中部,2017/12/28,,臺中市,121.444667,24.363714,3557,,,,運行中
C0F850,東勢,東勢區東關路647號(東勢林區管理處雙崎工作站內),自動站,中部,2011/11/1,,臺中市,120.833047,24.246428,379,原(C1F850)站因擴充為氣象站，於2011/11/1升級為(C0F850)站。,C1F850,,運行中
C0F860,梨山,和平區梨山里福壽路10號（梨山國小）,自動站,中部,1990/7/1,2004/7/1,臺中市,121.25927,24.255151,1980,,,C0F861,已撤站
C0F861,梨山,和平區梨山里福壽路29號（福壽山農場）,自動站,中部,2004/7/1,2024/6/4,臺中市,121.243669,24.247522,2215,於2024/06/04撤銷。,C0F860,C2F860,已撤站
C0F900,雙崎,和平區自由里東崎路2段116號內,自動站,中部,1990/7/1,2017/5/26,臺中市,120.904267,24.288581,535,,,,已撤站
C0F920,石岡,石岡區石岡里豐勢路1238號(石岡壩管理中心內),自動站,中部,2011/11/1,2016/9/12,臺中市,120.770267,24.280117,290,原(C1F920)站因擴充為氣象站，於2011/11/1升級為(C0F920)站。,C1F920,,已撤站
C0F930,大甲,大甲區開元路71號(大甲高級工業職業學校內),自動站,中部,2011/11/1,2024/1/8,臺中市,120.640403,24.347667,100,原(C1F930)站因擴充為氣象站，於2011/11/1升級為(C0F930)站。原（C0F930）氣象站於2024/01/08改為農業站（C2F930）。,C1F930,C2F930,已撤站
C0F950,合歡山,仁愛鄉(近合歡山三角點，由松雪樓開車約15分鐘，大甲溪事業區第81林班),自動站,中部,1990/7/1,2008/2/24,南投縣,121.272592,24.14349,3430,原(C0F950)站因縣市代碼不符，於2008/2/25重新編碼為(C0H9C0)站。,,C0H9C0,已撤站
C0F970,大坑,北屯區軍福十三路268號(東山消防分隊),自動站,中部,2011/11/1,,臺中市,120.722289,24.173142,145,原(C1F970)站因擴充為氣象站，於2011/11/1升級為(C0F970)站。,C1F970,,運行中
C0F990,橫山,大雅區橫山通山路46號(台中高爾球場辦公室後面),自動站,中部,2008/4/1,2015/7/30,臺中市,120.607306,24.219111,253,原(C1F990)站因擴充為氣象站，於2008/4/1升級為(C0F990)站。,C1F990,,已撤站
C0F9A0,中竹林,太平區長龍路中埔二號橋至站址直線距離約1.7km,自動站,中部,2011/11/1,2024/1/8,臺中市,120.751061,24.103556,425,原(C1F9A0)站因擴充為氣象站，於2011/11/1升級為(C0F9A0)站。原（C0F9A0）氣象站於2024/01/08改為農業站（C2F9A0）。,C1F9A0,C2F9A0,已撤站
C0F9I0,神岡,神岡區三民路639號(圳堵國小校園南側大樓屋頂平台),自動站,中部,2011/11/1,,臺中市,120.658314,24.272481,194,本站原為⾬量站(C1F9I0)，於2011/11/1擴充為氣象站，變更站碼為(C0F9I0)。於2025/02/05完成儀器汰換。,C1F9I0,,運行中
C0F9K0,大安,大安區中庄里中山南路296號(大安國小),自動站,中部,2011/3/7,,臺中市,120.588025,24.345061,30,於2024/01/08完成儀器汰換,,,運行中
C0F9L0,后里,后里區甲后路110號(后里國小),自動站,中部,2011/3/9,,臺中市,120.729725,24.310436,253,,,,運行中
C0F9M0,豐原,豐原區豐榮里12鄰新生北路155號(豐原國小),自動站,中部,2011/4/7,,臺中市,120.720692,24.254322,230,,,,運行中
C0F9N0,大里,大里區文化街120號(塗城國小),自動站,中部,2011/5/26,,臺中市,120.701378,24.092464,75,,,,運行中
C0F9O0,潭子,潭子區中山路二段435號(潭子國小),自動站,中部,2011/3/29,,臺中市,120.703933,24.213106,175,,,,運行中
C0F9P0,清水,清水區護岸路37號(高美國小),自動站,中部,2011/1/31,,臺中市,120.562242,24.312297,26,於2024/01/08完成儀器汰換,,,運行中
C0F9Q0,外埔,外埔區土城里土城西路55號(安定國小),自動站,中部,2011/4/14,,臺中市,120.705686,24.347817,149,,,,運行中
C0F9R0,龍井,龍井區西里龍門路51號(龍井國小),自動站,中部,2011/1/31,,臺中市,120.528972,24.184536,20,於2024/01/08完成儀器汰換,,,運行中
C0F9S0,烏日,烏日區中山路二段196號(烏日國小),自動站,中部,2011/5/26,,臺中市,120.624103,24.107058,43,於2024/01/08完成儀器汰換,,,運行中
C0F9T0,西屯,西屯區西屯路二段300號(西屯國小),自動站,中部,2011/5/10,,臺中市,120.641275,24.179494,111,於2024/01/08完成儀器汰換,,,運行中
C0F9U0,南屯,南屯區黎明路一段968號(南屯國小),自動站,中部,2011/5/19,,臺中市,120.637969,24.137006,74,於2024/01/08完成儀器汰換,,,運行中
C0F9V0,新社,新社區大南里興中街46號(農委會種苗改良繁殖場),自動站,中部,2011/3/2,,臺中市,120.815806,24.200172,525,,,,運行中
C0F9X0,大雅(中科園區),大雅區中部科學工業園區臺中園區(汙水處理機房樓頂),自動站,中部,2015/7/31,,臺中市,120.62445,24.21528,166,於2024/01/08完成儀器汰換,,,運行中
C0F9Y0,桃山,和平區(位於往桃山山屋叉路解說牌附近),自動站,中部,2016/4/28,,臺中市,121.303808,24.432739,3313,,,,運行中
C0F9Z0,雪山東峰,和平區(位於雪山東峰直升機停機坪東南東方60公尺處),自動站,中部,2016/5/18,,臺中市,121.268675,24.388792,3193,,,,運行中
C0FA00,烏石坑,和平區東崎路2段烏石巷109號,自動站,中部,2020/10/31,2024/1/8,臺中市,120.94762,24.2735,983,原（C0FA00）氣象站於2024/01/08改為農業站（C2FA00）。,,C2FA00,已撤站
C0FA10,松柏,大甲區順帆路233號(松柏安檢所樓頂),自動站,中部,2022/3/9,,臺中市,120.617482,24.429115,22,,,,運行中
